,tconst,titleType,primaryTitle,originalTitle,startYear,endYear,averageRating,numVotes,seriesScore,seriesRank,episodeScore,episodeRank,totalRuntime,combinedMetric
5344,tt0108826,tvSeries,Kavanagh QC,Kavanagh QC,1995,2001,7.7,1058,6.35,33200,6.5307407407407405,9783,2102,20.73510185185185
5345,tt2918872,tvSeries,BoBoiBoy,BoBoiBoy,2011,2016,6.6,461,5.8,70878,7.15,1339,198,20.735
5346,tt0940629,tvSeries,Destilando amor,Destilando amor,2007,2007,6.6,390,5.8,70878,7.15,1339,44,20.735
5347,tt0106015,tvSeries,Gosei Sentai Dairanger,Gosei sentai Dairanger,1993,1994,8.0,287,6.5,22931,6.38,14143,962,20.735
5348,tt14740742,tvSeries,Inazuma Eleven: Orion no Kokuin,Inazuma Eleven: Orion no Kokuin,2018,2019,6.6,114,5.8,70878,7.15,1339,39,20.735
5349,tt0223392,tvSeries,Grapevine,Grapevine,2000,2000,6.6,32,5.8,70878,7.15,1339,39,20.735
5350,tt3021686,tvMiniSeries,The Honorable Woman,The Honourable Woman,2014,2014,7.9,11507,6.5,22931,6.38,14143,484,20.735
5351,tt0163461,tvSeries,Kommissar Freytag,Kommissar Freytag,1963,1966,8.9,63,6.95,4325,5.966666666666666,26399,116,20.734166666666663
5352,tt4289472,tvSeries,About Tonight,About Tonight,2015,2016,6.4,13,5.7,76291,7.275,806,77,20.73375
5353,tt0081852,tvSeries,Dr. Slump,Dokutaa Suranpu Arale-chan,1981,1986,7.8,587,6.4,29536,6.479166666666667,11246,300,20.733333333333334
5354,tt0086708,tvSeries,Ever Decreasing Circles,Ever Decreasing Circles,1984,1989,7.3,1328,6.16,47267,6.731481481481482,5645,885,20.732962962962965
5355,tt8963328,tvSeries,Hi Score Girl,Hai Sukoa Garu,2018,2019,7.9,2348,6.46,26185,6.41875,12873,653,20.7325625
5356,tt0483340,tvMiniSeries,Waltz,Waltz,2006,2006,7.9,160,6.45,26368,6.428571428571429,12607,271,20.732142857142858
5357,tt0249313,tvSeries,Resurrection Blvd.,Resurrection Blvd.,2000,2002,7.4,231,6.2,43730,6.6875,6456,155,20.73125
5358,tt8228732,tvSeries,Kakuriyo: Bed & Breakfast for Spirits,Kakuriyo no Yadomeshi,2018,2018,7.6,1060,6.3,36558,6.5807692307692305,8645,623,20.729423076923077
5359,tt20358106,tvSeries,La Madrastra,La Madrastra,2022,2022,7.5,116,6.25,40251,6.633333333333333,7440,116,20.729166666666664
5360,tt0108981,tvSeries,The Vicar of Dibley,The Vicar of Dibley,1994,2020,8.0,15286,6.57,19792,6.3100000000000005,16257,877,20.728350000000002
5361,tt4725820,tvSeries,Magnífica 70,Magnífica 70,2015,2018,7.6,452,6.3,36558,6.580357142857143,8650,1458,20.728125000000002
5362,tt3215154,tvSeries,Ressha Sentai ToQger,Ressha Sentai Tokkyûjâ,2014,2015,7.6,194,6.3,36558,6.58,8652,580,20.727
5363,tt2044128,tvSeries,Bref.,Bref.,2011,2012,8.2,2583,6.61,16720,6.271341463414634,17664,164,20.726783536585366
5364,tt0092434,tvSeries,Rags to Riches,Rags to Riches,1987,1988,7.6,796,6.3,36558,6.579473684210527,8675,1824,20.72534210526316
5365,tt0275140,tvSeries,Law & Order: Criminal Intent,Law & Order: Criminal Intent,2001,2011,7.5,27504,6.37,32902,6.507076923076922,10354,9219,20.725039999999996
5366,tt7274440,tvMiniSeries,Big Pacific,Big Pacific,2017,2017,8.2,198,6.6,16855,6.279999999999999,17364,256,20.723999999999997
5367,tt8773080,tvSeries,The Curious Creations of Christine McConnell,The Curious Creations of Christine McConnell,2018,2018,7.7,2598,6.36,32986,6.516666666666667,10109,161,20.723000000000003
5368,tt0061265,tvSeries,The Invaders,The Invaders,1967,1968,8.0,3370,6.52,22687,6.3567441860465115,14806,2580,20.722986046511625
5369,tt2570404,tvSeries,Mysteries at the Monument,Monumental Mysteries,2013,2015,7.8,316,6.4,29536,6.475925925925925,11300,1161,20.722962962962963
5370,tt0112095,tvSeries,NewsRadio,NewsRadio,1995,1999,8.0,17138,6.58,19754,6.2986597938144335,16894,2209,20.722590721649485
5371,tt0075568,tvSeries,Ripping Yarns,Ripping Yarns,1976,1979,7.8,1678,6.41,29327,6.4655555555555555,11599,277,20.722105555555554
5372,tt21357604,tvSeries,Ishq Ki Dastaan - Naagmani,Ishq Ki Dastaan - Naagmani,2022,2023,7.1,78,6.05,54957,6.8500000000000005,3848,116,20.72125
5373,tt13708016,tvSeries,Acans,Acans,2021,2021,7.1,752,6.05,54957,6.85,3871,39,20.721249999999998
5374,tt6110624,tvSeries,The Breaks,The Breaks,2017,2017,7.1,326,6.05,54957,6.85,3871,327,20.721249999999998
5375,tt0083468,tvSeries,Q.E.D.,Q.E.D.,1982,1982,7.9,169,6.45,26368,6.425,12684,120,20.720625
5376,tt0072490,tvSeries,The Dick Cavett Show,The Dick Cavett Show,1975,1982,7.9,282,6.45,26368,6.425,12684,249,20.720625
5377,tt10543784,tvMiniSeries,All or Nothing: Carolina Panthers,All or Nothing: Carolina Panthers,2019,2019,7.9,737,6.45,26368,6.425,12684,319,20.720625
5378,tt6632666,tvSeries,Project Blue Book,Project Blue Book,2019,2020,7.6,14307,6.37,32902,6.5055000000000005,10381,871,20.7200175
5379,tt8107386,tvMiniSeries,Alice: A Special in Two Parts,Alice: Um Especial em Duas Partes,2010,2010,7.8,23,6.4,29536,6.475,11323,147,20.72
5380,tt9863496,tvSeries,María Magdalena,María Magdalena,2018,2019,7.8,221,6.4,29536,6.475,11323,77,20.72
5381,tt0766225,tvSeries,Comic Roots,Comic Roots,1982,1983,7.8,20,6.4,29536,6.475,11323,58,20.72
5382,tt0188323,tvSeries,Conflict,Conflict,1956,1957,7.8,35,6.4,29536,6.475,11323,120,20.72
5383,tt9025502,tvSeries,Karn Sangini,Karn Sangini,2018,2019,6.2,402,5.6,81005,7.3999999999999995,404,336,20.72
5384,tt3593178,tvMiniSeries,The Hitler Youth,Hitlers Kinder,2000,2000,7.8,74,6.4,29536,6.475,11323,84,20.72
5385,tt14238838,tvSeries,The Magician on the Skywalk,Tian qiao shang de mo shu shi,2021,2021,7.8,242,6.4,29536,6.475,11323,487,20.72
5386,tt2014681,tvSeries,Holliston,Holliston,2012,2013,7.3,970,6.15,47492,6.738095238095238,5562,632,20.71964285714286
5387,tt2768802,tvSeries,Mickey Mouse,Mickey Mouse,2013,2019,8.1,3696,6.57,19792,6.3071875,16344,517,20.7191109375
5388,tt0046592,tvSeries,December Bride,December Bride,1954,1959,8.0,262,6.5,22931,6.375,14247,60,20.71875
5389,tt1124012,tvMiniSeries,Commando: On the Front Line,Commando: On the Front Line,2007,2007,8.0,311,6.5,22931,6.375,14247,310,20.71875
5390,tt10942384,tvSeries,Chez Krömer,Chez Krömer,2019,2022,8.2,260,6.6,16855,6.278205128205128,17422,1509,20.71807692307692
5391,tt0401019,tvMiniSeries,Island at War,Island at War,2004,2004,7.6,1861,6.31,36347,6.566666666666666,8926,396,20.71783333333333
5392,tt12501112,tvMiniSeries,Ghost Adventures: Quarantine,Ghost Adventures: Quarantine,2020,2021,7.3,299,6.15,47492,6.7375,5565,168,20.7178125
5393,tt0328738,tvSeries,Fruits Basket,Fruits Basket,2001,2001,7.9,6155,6.48,26059,6.394230769230769,13768,624,20.717307692307692
5394,tt6881158,tvSeries,Corner Gas Animated,Corner Gas Animated,2018,2021,7.7,1606,6.36,32986,6.5147916666666665,10186,1056,20.7170375
5395,tt3464896,tvMiniSeries,Small Axe,Small Axe,2020,2020,7.9,5121,6.47,26111,6.403999999999999,13257,406,20.716939999999997
5396,tt4895744,tvMiniSeries,Afghanistan: The Great Game,Afghanistan: The Great Game,2012,2012,7.7,266,6.35,33200,6.525,9879,77,20.716875
5397,tt7020608,tvSeries,School 2017,Hakgyo 2017,2017,2017,7.5,1989,6.26,40009,6.61875,7710,1007,20.7166875
5398,tt7423538,tvSeries,Ratched,Ratched,2020,2020,7.3,69250,6.45,26368,6.42375,12779,433,20.71659375
5399,tt0439349,tvSeries,The Backyardigans,The Backyardigans,2001,2013,7.1,3899,6.07,54691,6.825731707317074,4215,2028,20.71609573170732
5400,tt0066651,tvSeries,The Electric Company,The Electric Company,1971,1977,8.1,2264,6.56,19861,6.315789473684211,16135,513,20.71578947368421
5401,tt1578258,tvSeries,Detroit 1-8-7,Detroit 1-8-7,2010,2011,7.6,3467,6.32,36264,6.555555555555555,9184,910,20.715555555555557
5402,tt10777610,tvSeries,Toilet-bound Hanako-kun,Jibaku Shounen Hanako-kun,2020,2020,7.5,2263,6.26,40009,6.618333333333333,7720,288,20.71538333333333
5403,tt2239947,tvMiniSeries,Political Animals,Political Animals,2012,2012,7.6,6536,6.33,36208,6.544999999999999,9509,360,20.714924999999997
5404,tt1723666,tvSeries,Dragons et princesses,Dragons et princesses,2010,2011,8.1,100,6.55,20049,6.325,15798,232,20.714375
5405,tt10435978,tvMiniSeries,Tiananmen,Tiananmen,2019,2019,8.1,136,6.55,20049,6.324999999999999,15887,114,20.714374999999997
5406,tt0417311,tvSeries,Code Lyoko,Code Lyoko,2003,2007,7.3,5667,6.17,47194,6.714432989690721,5853,2310,20.714025773195875
5407,tt12930534,tvMiniSeries,Challenger: The Final Flight,Challenger: The Final Flight,2020,2020,7.8,7788,6.44,29151,6.4325,12530,179,20.71265
5408,tt11048090,tvSeries,Legendary,Legendary,2020,2022,8.1,1978,6.56,19861,6.3148275862068965,16162,1122,20.71263448275862
5409,tt9763100,tvMiniSeries,Sinking Cities,Sinking Cities,2018,2018,7.6,40,6.3,36558,6.575,8734,216,20.71125
5410,tt13566676,tvMiniSeries,Monty Don's Paradise Gardens,Monty Don's Paradise Gardens,2018,2018,7.6,25,6.3,36558,6.575,8734,118,20.71125
5411,tt1447832,tvSeries,Bir Bulut Olsam,Bir Bulut Olsam,2009,2010,6.3,982,5.65,78886,7.331379310344827,584,1122,20.711146551724138
5412,tt1305562,tvSeries,Psychoville,Psychoville,2009,2011,7.9,7325,6.48,26059,6.392142857142857,13829,426,20.71054285714286
5413,tt4159076,tvSeries,Dark Matter,Dark Matter,2015,2017,7.5,44645,6.45,26368,6.421794871794871,12809,1693,20.71028846153846
5414,tt26253514,tvSeries,Agency,Agency,2023,2023,7.8,514,6.4,29536,6.471875,11432,619,20.71
5415,tt5638056,tvSeries,The Mick,The Mick,2017,2018,7.8,19475,6.49,26029,6.381891891891891,14115,828,20.709239189189187
5416,tt9248042,tvSeries,World War II: Witness to War,World War II: Witness to War,2017,2017,7.9,62,6.45,26368,6.421428571428572,12811,301,20.709107142857146
5417,tt2883562,tvSeries,Quick Draw,Quick Draw,2013,2014,7.6,1593,6.31,36347,6.563888888888889,9029,414,20.709069444444445
5418,tt3232102,tvMiniSeries,The Great British Year,The Great British Year,2013,2013,8.2,65,6.6,16855,6.275,17468,235,20.7075
5419,tt0238796,tvSeries,Perfect World,Perfect World,2000,2001,8.2,249,6.6,16855,6.275,17468,77,20.7075
5420,tt0414773,tvSeries,The Smoking Room,The Smoking Room,2004,2005,7.9,948,6.45,26368,6.420588235294118,12831,538,20.70639705882353
5421,tt0289830,tvMiniSeries,Taken,Taken,2002,2002,7.8,20900,6.5,22931,6.371,14407,677,20.705750000000002
5422,tt1223917,tvSeries,In the Face of Crime,Im Angesicht des Verbrechens,2010,2010,8.0,1665,6.51,22758,6.361,14677,490,20.705054999999998
5423,tt0280282,tvSeries,The Nightmare Room,The Nightmare Room,2001,2002,7.2,572,6.1,51063,6.788461538461538,4806,390,20.70480769230769
5424,tt2712612,tvSeries,Drunk History,Drunk History,2013,2019,7.8,12511,6.46,26185,6.410138888888889,13105,1538,20.70474861111111
5425,tt28804856,tvSeries,Scam 2003 - The Telgi Story,Scam 2003 - The Telgi Story,2023,2023,7.9,6893,6.48,26059,6.39,13887,387,20.7036
5426,tt6106704,tvSeries,Damnation,Damnation,2017,2018,7.6,8975,6.34,36175,6.531000000000001,9779,426,20.70327
5427,tt0094561,tvSeries,TV 101,TV 101,1988,1989,7.5,115,6.25,40251,6.625,7574,77,20.703125
5428,tt0282289,tvSeries,When You Are Mine,Cuando seas mía,2001,2002,7.5,316,6.25,40251,6.625,7574,90,20.703125
5429,tt5299008,tvSeries,Real Detective,Real Detective,2016,2018,8.0,3589,6.52,22687,6.350625,14926,680,20.703037499999997
5430,tt1178180,tvSeries,The Marvelous Misadventures of Flapjack,The Marvelous Misadventures of Flapjack,2008,2010,7.8,15881,6.47,26111,6.399565217391304,13697,1535,20.70259347826087
5431,tt5237818,tvSeries,Bridget & Eamon,Bridget & Eamon,2016,2019,7.7,728,6.35,33200,6.520370370370371,10036,658,20.702175925925925
5432,tt6980438,tvSeries,Quacks,Quacks,2017,2018,7.7,1422,6.36,32986,6.510000000000001,10262,176,20.701800000000002
5433,tt0237969,tvSeries,The Incredibly Strange Film Show,The Incredibly Strange Film Show,1988,1989,8.1,157,6.55,20049,6.320833333333333,15969,480,20.700729166666665
5434,tt0976014,tvSeries,Greek,Greek,2007,2011,7.6,25055,6.41,29327,6.458783783783784,11735,3311,20.700402027027028
5435,tt3502954,tvMiniSeries,Bitter Blood,Bitâ buraddo,2014,2014,7.0,408,6.0,58225,6.9,3214,54,20.700000000000003
5436,tt0247096,tvSeries,Freedom,Freedom,2000,2001,7.0,160,6.0,58225,6.9,3214,39,20.700000000000003
5437,tt1856983,tvSeries,It Started with a Kiss: They Kiss Again,Ezuoju 2 wen,2007,2008,7.0,785,6.0,58225,6.9,3214,90,20.700000000000003
5438,tt1731858,tvSeries,Kung tayo'y magkakalayo,Kung tayo'y magkakalayo,2010,2010,7.0,27,6.0,58225,6.9,3214,39,20.700000000000003
5439,tt27468963,tvSeries,Zoe,Zoi,2023,2023,8.5,53,6.75,10135,6.133333333333333,21909,116,20.7
5440,tt8912384,tvSeries,"Perpetual Grace, LTD","Perpetual Grace, LTD",2019,2019,7.6,3192,6.31,36347,6.56,9098,511,20.696799999999996
5441,tt15320362,tvMiniSeries,All the Light We Cannot See,All the Light We Cannot See,2023,2023,7.5,40265,6.43,29187,6.4375,12354,229,20.6965625
5442,tt1595680,tvSeries,Being Human,Being Human,2011,2014,7.5,26711,6.37,32902,6.498076923076923,10859,2289,20.696375
5443,tt3250562,tvSeries,Ultimate Survival Alaska,Ultimate Survival Alaska,2013,2015,7.9,519,6.45,26368,6.4173913043478255,12897,987,20.69608695652174
5444,tt0068040,tvSeries,Are You Being Served?,Are You Being Served?,1972,1985,8.0,9106,6.54,22600,6.328840579710145,15730,1932,20.695308695652177
5445,tt7440732,tvSeries,The Kids Are Alright,The Kids Are Alright,2018,2019,7.9,3675,6.47,26111,6.39695652173913,13720,482,20.694154347826085
5446,tt11616778,tvSeries,Future Folktales,Future's Folktales,2020,2020,7.9,61,6.45,26368,6.416666666666667,12902,232,20.69375
5447,tt0138966,tvMiniSeries,Heat of the Sun,Heat of the Sun,1998,1998,7.9,651,6.45,26368,6.416666666666667,12902,334,20.69375
5448,tt10034790,tvMiniSeries,Team Sonic Racing: Overdrive,Team Sonic Racing: Overdrive,2019,2019,7.4,224,6.2,43730,6.675000000000001,6627,10,20.692500000000003
5449,tt5378734,tvSeries,The Three Sides of Ana,Tres veces Ana,2016,2016,7.4,438,6.2,43730,6.675,6638,77,20.6925
5450,tt12486080,tvSeries,Major 2nd,Major 2nd,2018,2020,7.6,68,6.3,36558,6.569,8892,1934,20.692349999999998
5451,tt1870949,tvSeries,Overspel,Overspel,2011,2015,7.9,1598,6.46,26185,6.40625,13201,1536,20.6921875
5452,tt7644680,tvSeries,Shot in the Dark,Shot in the Dark,2017,2017,7.9,2052,6.46,26185,6.40625,13201,310,20.6921875
5453,tt5957766,tvSeries,Loudermilk,Loudermilk,2017,2020,7.9,13466,6.51,22758,6.357,14801,864,20.692035
5454,tt1551632,tvSeries,Rizzoli & Isles,Rizzoli & Isles,2010,2016,7.6,37464,6.47,26111,6.396190476190476,13732,4557,20.69167619047619
5455,tt12060102,tvMiniSeries,The Story of Drug Trafficking,Histoire du trafic de drogue,2020,2020,8.0,102,6.5,22931,6.366666666666667,14492,159,20.69166666666667
5456,tt1091328,tvSeries,The Celts,The Celts,2000,2000,8.0,93,6.5,22931,6.366666666666667,14492,310,20.69166666666667
5457,tt15008346,tvSeries,Tomb Hunters,Tomb Hunters,2021,2021,8.0,32,6.5,22931,6.366666666666667,14492,116,20.69166666666667
5458,tt15326246,tvMiniSeries,303 - Die Serie,303 - Die Serie,2021,2021,7.7,90,6.35,33200,6.516666666666667,10109,210,20.690416666666664
5459,tt0404629,tvSeries,Man Alive,Man Alive,1965,1982,7.7,22,6.35,33200,6.516666666666667,10109,299,20.690416666666664
5460,tt0810056,tvSeries,Strawberry Marshmallow,Ichigo mashimaro,2005,2005,7.7,368,6.35,33200,6.516666666666667,10109,288,20.690416666666664
5461,tt9657712,tvMiniSeries,Inside Europe: 10 Years of Turmoil,Inside Europe: 10 Years of Turmoil,2019,2019,7.7,153,6.35,33200,6.516666666666667,10109,177,20.690416666666664
5462,tt5787728,tvSeries,Nos Youm,Nos Youm,2016,2016,7.2,233,6.1,51063,6.783333333333334,4853,232,20.68916666666667
5463,tt4801510,tvSeries,Ushio & Tora,Ushio & Tora,2015,2016,7.6,1036,6.3,36558,6.567948717948718,8913,1509,20.68903846153846
5464,tt4532368,tvSeries,DC's Legends of Tomorrow,Legends of Tomorrow,2016,2022,6.8,109561,6.34,36175,6.526454545454545,9865,4607,20.688860909090906
5465,tt0435961,tvSeries,Gungrave,Gangureivu,2003,2004,7.9,5295,6.48,26059,6.385384615384615,14008,649,20.688646153846154
5466,tt20916306,tvMiniSeries,The Sixth Commandment,The Sixth Commandment,2023,2023,7.8,5675,6.43,29187,6.4350000000000005,12423,231,20.688525000000002
5467,tt8362852,tvSeries,Swamp Thing,Swamp Thing,2019,2019,7.4,27487,6.32,36264,6.547,9485,484,20.68852
5468,tt1068899,tvSeries,Capadocia,Capadocia,2008,2012,8.2,713,6.6,16855,6.269230769230769,17715,2368,20.68846153846154
5469,tt4057844,tvSeries,Open Heart,Open Heart,2015,2015,7.0,729,6.0,58225,6.8961538461538465,3468,286,20.68846153846154
5470,tt0320038,tvSeries,John Doe,John Doe,2002,2003,7.8,8275,6.44,29151,6.424761904761904,12766,917,20.68773333333333
5471,tt0207892,tvMiniSeries,Jane Eyre,Jane Eyre,1973,1973,7.5,498,6.25,40251,6.62,7688,135,20.6875
5472,tt1801129,tvSeries,Year of the Quarterback,Year of the Quarterback,2010,2011,7.5,29,6.25,40251,6.62,7688,168,20.6875
5473,tt9056160,tvSeries,Oceans Apart: Art and the Pacific with James Fox,Oceans Apart: Art and the Pacific with James Fox,2018,2018,8.1,36,6.55,20049,6.316666666666666,16068,177,20.687083333333334
5474,tt0179029,tvSeries,Little Men,Little Men,1998,1999,7.6,387,6.3,36558,6.5673076923076925,8920,1161,20.68701923076923
5475,tt0161233,tvSeries,Any Day Now,Any Day Now,1998,2002,8.4,1125,6.71,12046,6.165820895522388,20985,2592,20.68632910447761
5476,tt6854098,tvSeries,GradeAUnderA,GradeAUnderA,2013,2022,7.8,107,6.4,29536,6.464285714285714,11614,48,20.685714285714287
5477,tt13116888,tvMiniSeries,The Allegation,Ferdinand von Schirach - Glauben,2021,2021,7.8,533,6.4,29536,6.464285714285714,11614,226,20.685714285714287
5478,tt1967111,tvSeries,Jake and Amir,Jake and Amir,2007,2023,8.6,1111,6.81,8205,6.075,23623,24,20.685375
5479,tt0108755,tvSeries,Duckman: Private Dick/Family Man,Duckman: Private Dick/Family Man,1994,1997,7.8,6605,6.43,29187,6.433943661971831,12458,1598,20.685128873239435
5480,tt0238793,tvSeries,Monarch of the Glen,Monarch of the Glen,2000,2005,7.7,3710,6.37,32902,6.49453125,10915,3231,20.685082031249998
5481,tt5749974,tvMiniSeries,The Body Collector,De zaak Menten,2016,2016,7.6,685,6.3,36558,6.566666666666666,8926,144,20.685
5482,tt3275706,tvSeries,La Viuda Negra,La Viuda Negra,2014,2016,7.1,268,6.05,54957,6.8375,4099,155,20.6834375
5483,tt4474344,tvSeries,Blindspot,Blindspot,2015,2020,7.3,78455,6.49,26029,6.3736,14357,4279,20.682332
5484,tt10364808,tvSeries,Mao Mao: Heroes of Pure Heart,Mao Mao: Heroes of Pure Heart,2014,2024,7.5,1042,6.25,40251,6.61829268292683,7721,451,20.682164634146343
5485,tt4790546,tvMiniSeries,Terrace House,Terrace House: Boys & Girls in the City,2015,2016,8.1,1829,6.56,19861,6.305434782608696,16379,1780,20.681826086956523
5486,tt0054518,tvSeries,The Avengers,The Avengers,1961,1969,8.3,8783,6.69,14178,6.182670807453416,20509,8384,20.681033850931676
5487,tt11326626,tvSeries,The Real Jesus of Nazareth,The Real Jesus of Nazareth,2017,2017,7.9,77,6.45,26368,6.4125000000000005,13036,204,20.680312500000003
5488,tt14520874,tvSeries,Johnny Vegas: Carry on Glamping,Johnny Vegas: Carry on Glamping,2021,2024,7.9,107,6.45,26368,6.4125,13043,188,20.6803125
5489,tt13029484,tvMiniSeries,Amor e Sorte,Amor e Sorte,2020,2020,7.9,102,6.45,26368,6.4125,13043,155,20.6803125
5490,tt3300492,tvMiniSeries,Grimm: Meltdown,Grimm: Meltdown,2013,2013,7.8,193,6.4,29536,6.4625,11641,155,20.680000000000003
5491,tt10233624,tvMiniSeries,Looking for Rembrandt,Looking for Rembrandt,2019,2019,8.2,34,6.6,16855,6.266666666666667,17753,116,20.68
5492,tt0078716,tvSeries,Zur See,Zur See,1977,1977,8.2,62,6.6,16855,6.266666666666667,17753,611,20.68
5493,tt2959006,tvSeries,Pony.Mov,Pony.Mov,2011,2013,8.2,174,6.6,16855,6.266666666666667,17753,53,20.68
5494,tt11600174,tvMiniSeries,The Pharmacist,The Pharmacist,2020,2020,7.7,8557,6.39,32830,6.4725,11424,217,20.6796375
5495,tt0367442,tvSeries,Zaboravljeni,Zaboravljeni,1992,1992,8.5,433,6.75,10135,6.127272727272728,22065,426,20.67954545454546
5496,tt9551490,tvMiniSeries,Monuments sacrés,Monuments sacrés,2018,2018,8.0,7,6.5,22931,6.3625,14626,360,20.678124999999998
5497,tt3066856,tvMiniSeries,Investigation Held by Kolobki,Sledstvie vedut Kolobki,1986,1987,8.0,911,6.5,22931,6.3625,14626,40,20.678124999999998
5498,tt8959860,tvSeries,Motown Magic,Motown Magic,2018,2019,8.1,315,6.55,20049,6.313725490196078,16178,1973,20.677450980392155
5499,tt0083500,tvSeries,Voyagers!,Voyagers!,1982,1983,8.0,1735,6.51,22758,6.3525,14893,979,20.6773875
5500,tt7823918,tvMiniSeries,Kate Humble: Off the Beaten Track,Kate Humble: Off the Beaten Track,2017,2017,7.7,26,6.35,33200,6.5125,10219,116,20.6771875
5501,tt0268808,tvMiniSeries,Founding Fathers,Founding Fathers,2000,2000,7.5,148,6.25,40251,6.616666666666667,7735,127,20.677083333333336
5502,tt0086333,tvMiniSeries,The Adventures of Sherlock Holmes and Dr. Watson: The Treasures of Agra,Priklyucheniya Sherloka Kholmsa i doktora Vatsona: Sokrovishcha Agry,1983,1983,8.3,3171,6.67,14252,6.2,19683,146,20.677
5503,tt8840180,tvSeries,Ugly Duckling Series: Don't,Ugly Duckling Series: Don't,2015,2015,6.9,120,5.95,61763,6.95,2761,39,20.67625
5504,tt0096619,tvSeries,MuppeTelevision,The Jim Henson Hour,1987,1992,8.2,533,6.6,16855,6.265454545454546,17834,524,20.676
5505,tt0294097,tvSeries,"Harvey Birdman, Attorney at Law","Harvey Birdman, Attorney at Law",2000,2007,8.0,12077,6.56,19861,6.303589743589744,16412,444,20.67577435897436
5506,tt8577458,tvSeries,High Fidelity,High Fidelity,2020,2020,7.7,15712,6.42,29239,6.441,12284,301,20.67561
5507,tt10801274,tvSeries,Flirty Dancing,Flirty Dancing,2019,2020,7.0,122,6.0,58225,6.891666666666667,3495,232,20.675
5508,tt0140749,tvSeries,Mighty Max,Mighty Max,1993,1995,7.9,2018,6.46,26185,6.4007499999999995,13297,880,20.6744225
5509,tt5531604,tvMiniSeries,Tanaka-kun Is Always Listless,Tanaka-kun wa itsumo kedaruge,2016,2016,7.4,1168,6.21,43494,6.658333333333334,6906,464,20.674125000000004
5510,tt0057729,tvSeries,The Addams Family,The Addams Family,1964,1966,8.0,21570,6.6,16855,6.26484375,17845,1600,20.673984375
5511,tt0167516,tvSeries,The Adventures of Robinson Crusoe,Les aventures de Robinson Crusoë,1964,1964,8.1,336,6.55,20049,6.3125,16189,339,20.6734375
5512,tt0791205,tvSeries,Ergo Proxy,Ergo Proxy,2006,2006,7.9,16093,6.53,22635,6.331739130434783,15648,624,20.673128260869568
5513,tt2932272,tvSeries,Strange Hill High,Strange Hill High,2013,2014,7.4,241,6.2,43730,6.66875,6726,528,20.673125000000002
5514,tt11542758,tvMiniSeries,22. juli,22. juli,2020,2020,7.8,1451,6.41,29327,6.45,11877,300,20.672250000000002
5515,tt9020708,tvMiniSeries,Harassment,Assédio,2018,2018,7.8,150,6.4,29536,6.459999999999999,11705,387,20.671999999999997
5516,tt3128200,tvSeries,Tomgang,Tomgang,2013,2015,7.1,676,6.05,54957,6.833333333333333,4142,579,20.67083333333333
5517,tt14731794,tvSeries,A Wonderful Sight,Gukyeongi,2021,2021,7.1,1018,6.05,54957,6.833333333333333,4142,464,20.67083333333333
5518,tt1698441,tvSeries,The Trip,The Trip,2010,2020,8.0,7952,6.54,22600,6.32125,15964,697,20.6704875
5519,tt13041104,tvSeries,Killer Bean,Killer Bean,2020,2020,8.3,244,6.65,14443,6.216666666666666,19297,37,20.670416666666664
5520,tt5370118,tvSeries,Konosuba: God's Blessing on This Wonderful World!,Kono subarashii sekai ni shukufuku o!,2016,2024,7.8,14204,6.47,26111,6.38952380952381,13910,609,20.670109523809526
5521,tt4428038,tvSeries,The Family,The Family,2016,2016,7.5,5256,6.27,39919,6.593333333333334,8426,505,20.6701
5522,tt5197860,tvMiniSeries,Tabula Rasa,Tabula Rasa,2017,2017,7.9,11336,6.5,22931,6.36,14692,466,20.67
5523,tt3357586,tvSeries,Reply 1994,Eung-dab-ha-ra 1994,2013,2013,7.7,1609,6.36,32986,6.5,10435,1587,20.67
5524,tt0097553,tvMiniSeries,I Know My First Name Is Steven,I Know My First Name Is Steven,1989,1989,7.7,2814,6.36,32986,6.5,10435,240,20.67
5525,tt4168608,tvSeries,Wonders of the Monsoon,Wonders of the Monsoon,2014,2014,8.0,177,6.5,22931,6.36,14692,295,20.67
5526,tt8001788,tvSeries,Girls from Ipanema,Coisa Mais Linda,2019,2020,7.8,3831,6.42,29239,6.439230769230769,12329,503,20.669930769230767
5527,tt0139776,tvMiniSeries,Fishing with John,Fishing with John,1991,1991,8.0,1761,6.51,22758,6.3500000000000005,14931,144,20.66925
5528,tt0051327,tvSeries,Wanted: Dead or Alive,Wanted: Dead or Alive,1958,1961,8.0,2729,6.51,22758,6.35,14996,2429,20.669249999999998
5529,tt0108783,tvSeries,Gargoyles,Gargoyles,1994,1997,8.0,18310,6.59,19709,6.272564102564102,17635,1706,20.668098717948716
5530,tt15441486,tvSeries,The Earthshot Prize: Repairing Our Planet,The Earthshot Prize: Repairing Our Planet,2021,2021,7.9,184,6.45,26368,6.408333333333334,13144,232,20.666875000000005
5531,tt10438088,tvSeries,2015-2016 UEFA Champions League,2015-2016 UEFA Champions League,2015,2016,7.4,48,6.2,43730,6.666666666666667,6759,270,20.666666666666668
5532,tt0835702,tvSeries,Only Human,Only Human,2005,2007,7.4,22,6.2,43730,6.666666666666667,6759,328,20.666666666666668
5533,tt0085011,tvSeries,Dungeons & Dragons,Dungeons & Dragons,1983,1985,8.0,6088,6.53,22635,6.32962962962963,15714,642,20.666240740740744
